latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-22.2458,-43.5144,331.4,1.34,1.15,2025-02-24,1753,A,83,6.1NRT,298.53,35.24,D
8.69222,-63.82433,319.07,4.17,1.89,2025-02-24,1804,A,31,6.1NRT,296.59,70.09,D
-22.84923,-49.29815,327.13,1.12,1.06,2025-02-24,1753,A,79,6.1NRT,298,21.76,D
8.68566,-63.86034,327.37,4.19,1.9,2025-02-24,1804,A,81,6.1NRT,294.53,142.59,D
-23.42169,-55.92633,311.26,3.19,1.69,2025-02-24,1753,A,38,6.1NRT,292.28,37.27,D
8.70866,-63.82727,318.57,4.17,1.89,2025-02-24,1804,A,52,6.1NRT,294.07,66.05,D
-23.42352,-55.93067,310.92,3.19,1.69,2025-02-24,1753,A,22,6.1NRT,292.28,38.31,D
8.70214,-63.86328,336.18,4.19,1.9,2025-02-24,1804,A,88,6.1NRT,296.45,233.79,D
-23.03308,-52.97257,318.8,1.9,1.35,2025-02-24,1753,A,48,6.1NRT,298.61,20.75,D
8.89718,-63.22976,348.32,3.71,1.8,2025-02-24,1804,A,94,6.1NRT,295.31,325.15,D
-23.03913,-52.9786,318.02,1.9,1.35,2025-02-24,1753,A,45,6.1NRT,298.21,21.19,D
8.86899,-63.39267,314.72,3.82,1.83,2025-02-24,1804,A,33,6.1NRT,292.75,44.67,D
-22.77958,-54.98679,314.01,2.66,1.57,2025-02-24,1753,A,34,6.1NRT,292.14,29.69,D
8.75237,-64.06203,321.56,4.34,1.92,2025-02-24,1804,A,71,6.1NRT,293.35,100.82,D
-20.85006,-48.21671,325.63,1.01,1.01,2025-02-24,1753,A,55,6.1NRT,309.21,14.95,D
8.89093,-63.23283,326.77,3.71,1.8,2025-02-24,1804,A,63,6.1NRT,296.68,98.11,D
-21.09427,-54.1986,324.71,2.2,1.44,2025-02-24,1753,A,78,6.1NRT,297.06,41.78,D
8.73973,-64.06372,316.04,4.34,1.92,2025-02-24,1804,A,38,6.1NRT,291.24,56.63,D
-21.09486,-54.20347,322.02,2.2,1.44,2025-02-24,1753,A,55,6.1NRT,297.15,30.77,D
8.90661,-63.23563,341.95,3.71,1.8,2025-02-24,1804,A,91,6.1NRT,295.5,251.81,D
9.34591,-62.21889,312.42,3.02,1.65,2025-02-24,1804,A,59,6.1NRT,293.97,37.57,D
8.96978,-64.69007,323.01,4.82,2,2025-02-24,1804,A,69,6.1NRT,293.18,147.36,D
8.97076,-64.69772,322.67,4.82,2,2025-02-24,1804,A,77,6.1NRT,292.81,147.43,D
9.58305,-63.07126,314.6,3.49,1.76,2025-02-24,1804,A,55,6.1NRT,292.89,38.99,D
9.5798,-63.07765,314.05,3.49,1.76,2025-02-24,1804,A,55,6.1NRT,292.68,35.69,D
9.63507,-63.54873,326.32,3.8,1.82,2025-02-24,1804,A,77,6.1NRT,292.91,103.74,D
9.62919,-63.58174,334.12,3.82,1.83,2025-02-24,1804,A,86,6.1NRT,293.31,175.48,D
9.6451,-63.58436,321.84,3.82,1.83,2025-02-24,1804,A,72,6.1NRT,296.95,79.04,D
10.46357,-61.4476,316.13,2.49,1.52,2025-02-24,1804,A,49,6.1NRT,296.45,27.82,D
10.2025,-64.06839,320.09,4.08,1.87,2025-02-24,1804,A,72,6.1NRT,289.54,113.44,D
10.19562,-64.1067,316.36,4.11,1.88,2025-02-24,1804,A,62,6.1NRT,287.84,88.73,D
10.20902,-64.07278,320.92,4.08,1.87,2025-02-24,1804,A,67,6.1NRT,289.26,109.36,D
57.08303,-117.76868,311.1,1.01,1,2025-02-24,1815,T,0,6.1NRT,265.44,16.84,D
57.08061,-117.75278,307,1.01,1,2025-02-24,1815,T,0,6.1NRT,264.96,13.98,D
-8.36724,35.54016,327.02,1.04,1.02,2025-02-24,1917,T,100,6.1NRT,287.43,28.64,N
-7.85867,36.0662,321.46,1.1,1.04,2025-02-24,1917,T,100,6.1NRT,288.89,23.28,N
-7.86009,36.05639,308.95,1.09,1.04,2025-02-24,1917,T,76,6.1NRT,288.35,11.46,N
-3.51214,37.4248,305.8,1.5,1.21,2025-02-24,1919,T,66,6.1NRT,294.81,9.51,N
-2.55299,34.34868,303.46,1.04,1.02,2025-02-24,1919,T,55,6.1NRT,289.71,6.67,N
-2.32531,34.13178,308.22,1.03,1.02,2025-02-24,1919,T,74,6.1NRT,290.78,8.37,N
-2.32657,34.12275,307.96,1.03,1.01,2025-02-24,1919,T,73,6.1NRT,290.59,8.13,N
-2.26481,34.49623,307.2,1.06,1.03,2025-02-24,1919,T,71,6.1NRT,288.69,8.94,N
-2.26612,34.48697,310.65,1.06,1.03,2025-02-24,1919,T,81,6.1NRT,288.42,11.57,N
-2.27306,34.30333,311.58,1.04,1.02,2025-02-24,1919,T,76,6.1NRT,290.44,10.74,N
-2.26154,34.32026,312.92,1.05,1.02,2025-02-24,1919,T,85,6.1NRT,292.77,11.57,N
-2.26281,34.31113,315.04,1.05,1.02,2025-02-24,1919,T,90,6.1NRT,292.58,13.36,N
-2.25384,34.30975,304.79,1.05,1.02,2025-02-24,1919,T,62,6.1NRT,292.57,5.7,N
-2.12748,33.89296,306.25,1.02,1.01,2025-02-24,1919,T,67,6.1NRT,291.01,7.46,N
-2.12872,33.88402,303.79,1.02,1.01,2025-02-24,1919,T,57,6.1NRT,290.64,5.84,N
-1.70411,35.19893,305.31,1.15,1.07,2025-02-24,1919,T,62,6.1NRT,289.9,7.34,N
-1.69472,35.19765,303.4,1.15,1.07,2025-02-24,1919,T,49,6.1NRT,290.19,6.25,N
-1.69615,35.18766,303.14,1.15,1.07,2025-02-24,1919,T,43,6.1NRT,290,6.31,N
-1.67513,35.15842,316.18,1.14,1.07,2025-02-24,1919,T,93,6.1NRT,287.33,18.67,N
-1.66575,35.15718,302.71,1.14,1.07,2025-02-24,1919,T,51,6.1NRT,286.76,7.43,N
-1.48369,34.93772,303.57,1.12,1.06,2025-02-24,1919,T,53,6.1NRT,287.36,7.57,N
-1.47441,34.93643,301.95,1.12,1.06,2025-02-24,1919,T,40,6.1NRT,287.39,6.37,N
-1.50043,34.75223,300.6,1.1,1.05,2025-02-24,1919,T,31,6.1NRT,289,5.52,N
-1.50179,34.74261,303.48,1.1,1.05,2025-02-24,1919,T,55,6.1NRT,290.07,7.37,N
-1.35674,33.93666,309.66,1.03,1.02,2025-02-24,1919,T,62,6.1NRT,292.48,10.32,N
-0.28249,36.64843,302.39,1.48,1.2,2025-02-24,1919,T,31,6.1NRT,276.07,15.15,N
-0.07077,36.24193,303.84,1.39,1.17,2025-02-24,1919,T,41,6.1NRT,284.85,11.97,N
-0.06189,36.24669,307.71,1.4,1.17,2025-02-24,1919,T,72,6.1NRT,284.09,16.56,N
-0.06338,36.2359,301.97,1.39,1.17,2025-02-24,1919,T,46,6.1NRT,286.21,10.44,N
-0.87861,29.33948,311.79,1.35,1.15,2025-02-24,1919,T,83,6.1NRT,285.94,18.44,N
0.0164,35.12131,300.81,1.19,1.08,2025-02-24,1919,T,34,6.1NRT,290.5,5.15,N
45.14429,29.63783,324.94,2.02,1.39,2025-02-24,1932,T,71,6.1NRT,268.16,76.56,N
45.1475,29.63064,325.78,2.02,1.39,2025-02-24,1932,T,90,6.1NRT,267.9,79.72,N
45.15809,29.60361,335.09,2.02,1.38,2025-02-24,1932,T,93,6.1NRT,269.35,108.03,N
-0.49639,29.225,304.1,1.36,1.15,2025-02-24,1919,T,58,6.1NRT,283.18,10.77,N
45.15638,29.57836,339.25,2.01,1.38,2025-02-24,1932,T,100,6.1NRT,268.89,128.51,N
28.89603,20.95758,316.36,1.62,1.25,2025-02-24,1929,T,93,6.1NRT,280.39,36.72,N
50.33493,19.29371,300.02,1,1,2025-02-24,1934,T,10,6.1NRT,273.47,8.3,N
-0.48006,29.26744,301.15,1.35,1.15,2025-02-24,1919,T,38,6.1NRT,285.87,7.72,N
29.03783,20.77728,301.36,1.65,1.26,2025-02-24,1929,T,40,6.1NRT,280.34,17.2,N
-0.48144,29.25758,304.5,1.35,1.15,2025-02-24,1919,T,60,6.1NRT,284.65,10.79,N
0.44138,35.81633,309.36,1.33,1.14,2025-02-24,1919,T,77,6.1NRT,290.96,14.01,N
28.91218,19.77919,325.97,1.94,1.36,2025-02-24,1929,T,100,6.1NRT,280.75,74.72,N
28.90872,19.76077,318.1,1.95,1.36,2025-02-24,1929,T,96,6.1NRT,279.93,54.03,N
-0.39542,29.79411,300.36,1.24,1.11,2025-02-24,1919,T,26,6.1NRT,288.87,4.96,N
29.06921,19.06794,304.93,2.15,1.43,2025-02-24,1929,T,62,6.1NRT,279.13,32.27,N
-0.2988,29.39195,302.01,1.32,1.14,2025-02-24,1919,T,18,6.1NRT,284.2,8.72,N
-0.10262,29.91008,307.58,1.22,1.1,2025-02-24,1919,T,38,6.1NRT,284.47,9.36,N
29.0705,19.06208,310.86,2.15,1.43,2025-02-24,1929,T,81,6.1NRT,279.45,44.64,N
-0.08997,29.93011,304.76,1.21,1.09,2025-02-24,1919,T,61,6.1NRT,284.25,7.74,N
29.23161,19.69527,321.64,1.93,1.36,2025-02-24,1929,T,100,6.1NRT,277.13,62.49,N
-0.09446,29.89816,308.28,1.22,1.1,2025-02-24,1919,T,74,6.1NRT,283.99,10.55,N
-0.09597,29.88745,302.17,1.22,1.1,2025-02-24,1919,T,19,6.1NRT,285.2,5.47,N
0.17224,31.67408,305.53,1.02,1.01,2025-02-24,1919,T,65,6.1NRT,286.17,8.35,N
0.25008,30.31567,304.19,1.15,1.07,2025-02-24,1919,T,43,6.1NRT,282.13,8.3,N
0.7355,31.81199,302.45,1.01,1.01,2025-02-24,1919,T,49,6.1NRT,287.75,5.29,N
0.73426,31.80312,322.1,1.01,1.01,2025-02-24,1919,T,100,6.1NRT,286.91,20.79,N
0.73573,31.74888,300.18,1.01,1.01,2025-02-24,1919,T,20,6.1NRT,287.24,4.17,N
1.1781,32.6013,304.54,1,1,2025-02-24,1919,T,49,6.1NRT,287.33,7.06,N
1.33628,33.61609,306.23,1.05,1.02,2025-02-24,1919,T,67,6.1NRT,290.03,7.39,N
1.23441,31.8912,320.7,1.01,1,2025-02-24,1919,T,100,6.1NRT,288.42,18.7,N
1.23319,31.88241,324.73,1.01,1,2025-02-24,1919,T,100,6.1NRT,287.61,23.26,N
1.89961,34.02294,308.21,1.1,1.04,2025-02-24,1919,T,73,6.1NRT,289.16,8.53,N
1.77149,32.37412,304.58,1,1,2025-02-24,1919,T,42,6.1NRT,291.35,6.44,N
2.82718,39.17261,307.31,2.62,1.55,2025-02-24,1919,T,61,6.1NRT,296.58,19.29,N
2.82053,39.16697,310.85,2.62,1.55,2025-02-24,1919,T,76,6.1NRT,296.73,30.14,N
1.86859,30.81498,300.43,1.06,1.03,2025-02-24,1919,T,20,6.1NRT,287.85,4.14,N
2.12674,31.1458,310.53,1.03,1.01,2025-02-24,1919,T,80,6.1NRT,294.26,8.82,N
2.53626,33.09348,304.86,1.03,1.01,2025-02-24,1919,T,55,6.1NRT,294.25,4.68,N
2.30388,31.4175,306.9,1.01,1.01,2025-02-24,1919,T,57,6.1NRT,294.56,5.63,N
2.54518,33.09224,307.44,1.03,1.01,2025-02-24,1919,T,71,6.1NRT,293.81,6.48,N
2.56927,32.14472,306.09,1,1,2025-02-24,1919,T,67,6.1NRT,292.05,6.46,N
2.61828,32.43273,303.41,1,1,2025-02-24,1919,T,29,6.1NRT,292.91,3.71,N
2.61705,32.42395,307.84,1,1,2025-02-24,1919,T,71,6.1NRT,292.21,6.48,N
2.65382,32.41248,305.5,1,1,2025-02-24,1919,T,65,6.1NRT,292.24,5.8,N
2.64409,32.34226,304.11,1,1,2025-02-24,1919,T,59,6.1NRT,290.99,4.56,N
2.68879,32.47031,318.61,1.01,1,2025-02-24,1919,T,97,6.1NRT,292.93,15.66,N
2.67294,32.35609,302.77,1,1,2025-02-24,1919,T,51,6.1NRT,292.68,4.09,N
2.76682,32.49831,304.97,1.01,1,2025-02-24,1919,T,62,6.1NRT,292.2,5.61,N
2.7656,32.48949,303.57,1.01,1,2025-02-24,1919,T,56,6.1NRT,291.4,5.01,N
2.73516,32.26987,302.85,1,1,2025-02-24,1919,T,48,6.1NRT,292.15,4.53,N
2.88368,33.21176,308.71,1.04,1.02,2025-02-24,1919,T,75,6.1NRT,294.52,6.73,N
2.89265,33.21051,309.99,1.04,1.02,2025-02-24,1919,T,79,6.1NRT,294.89,7.74,N
2.82725,32.52859,301.8,1.01,1,2025-02-24,1919,T,44,6.1NRT,291.64,3.44,N
2.82328,32.30489,303.93,1,1,2025-02-24,1919,T,58,6.1NRT,291.66,4.64,N
2.82207,32.29612,317.05,1,1,2025-02-24,1919,T,94,6.1NRT,292.35,14.23,N
2.84848,32.2924,301.15,1,1,2025-02-24,1919,T,38,6.1NRT,290.84,3.54,N
2.89542,32.50102,302.58,1.01,1,2025-02-24,1919,T,50,6.1NRT,289.16,4.69,N
2.88317,32.41289,306.19,1.01,1,2025-02-24,1919,T,67,6.1NRT,290.42,6.77,N
2.99855,32.90659,305.97,1.03,1.01,2025-02-24,1919,T,66,6.1NRT,295.84,4.81,N
2.93963,32.47983,303.04,1.01,1,2025-02-24,1919,T,20,6.1NRT,291.68,3.86,N
2.86787,31.96229,303.24,1,1,2025-02-24,1919,T,44,6.1NRT,290.19,6.02,N
2.86666,31.95354,300.21,1,1,2025-02-24,1919,T,14,6.1NRT,289.36,4.08,N
2.94846,32.4786,305.34,1.01,1,2025-02-24,1919,T,64,6.1NRT,291.81,5.15,N
3.18618,34.13634,308.08,1.14,1.07,2025-02-24,1919,T,72,6.1NRT,289.87,10.11,N
2.96218,32.51266,302.01,1.01,1,2025-02-24,1919,T,46,6.1NRT,291.77,3.57,N
3.0213,32.27379,313.65,1,1,2025-02-24,1919,T,88,6.1NRT,296.4,9.9,N
2.91365,31.0345,303.74,1.03,1.01,2025-02-24,1919,T,57,6.1NRT,292,4.38,N
3.255,33.0333,305.72,1.04,1.02,2025-02-24,1919,T,65,6.1NRT,295.3,5.2,N
3.08275,31.1953,305.53,1.02,1.01,2025-02-24,1919,T,41,6.1NRT,289.32,6.36,N
2.84044,29.08298,302.53,1.25,1.11,2025-02-24,1919,T,50,6.1NRT,290.36,5.53,N
3.36448,32.49488,305.62,1.01,1,2025-02-24,1919,T,65,6.1NRT,294.42,4.07,N
3.0517,29.9209,305.36,1.12,1.06,2025-02-24,1919,T,64,6.1NRT,291.98,6.98,N
2.98304,29.43693,309.08,1.19,1.08,2025-02-24,1919,T,76,6.1NRT,291.83,10.25,N
3.58135,33.59209,306.87,1.09,1.04,2025-02-24,1919,T,68,6.1NRT,293.8,6.34,N
3.0536,29.79988,308.26,1.14,1.06,2025-02-24,1919,T,74,6.1NRT,295.04,9.08,N
3.17886,30.49545,322.53,1.06,1.03,2025-02-24,1919,T,100,6.1NRT,291.39,22.57,N
3.17758,30.48621,344.8,1.06,1.03,2025-02-24,1919,T,100,6.1NRT,291.85,57.76,N
3.81556,34.30836,310.83,1.19,1.08,2025-02-24,1919,T,80,6.1NRT,294.52,10.94,N
3.81636,34.17106,306.42,1.17,1.07,2025-02-24,1919,T,65,6.1NRT,293.02,8.35,N
3.23817,29.80142,304.8,1.13,1.06,2025-02-24,1919,T,62,6.1NRT,293.26,6.37,N
3.23677,29.7915,306.15,1.13,1.06,2025-02-24,1919,T,67,6.1NRT,292.75,7.56,N
3.66295,32.65193,308.81,1.02,1.01,2025-02-24,1919,T,76,6.1NRT,295.49,5.73,N
3.67383,32.65358,304.99,1.02,1.01,2025-02-24,1919,T,62,6.1NRT,294.88,3.89,N
3.67378,32.39102,312.64,1.01,1,2025-02-24,1919,T,85,6.1NRT,295.54,8.67,N
3.67256,32.38219,305.76,1.01,1,2025-02-24,1919,T,66,6.1NRT,295.24,4.03,N
3.68628,32.41629,311.62,1.01,1,2025-02-24,1919,T,83,6.1NRT,295.45,8.03,N
3.8542,33.56702,321.57,1.09,1.04,2025-02-24,1919,T,100,6.1NRT,292.42,21,N
3.85289,33.55745,318.91,1.09,1.04,2025-02-24,1919,T,98,6.1NRT,292.67,17.82,N
3.69512,32.41505,321.83,1.01,1,2025-02-24,1919,T,100,6.1NRT,294.96,17.61,N
3.86338,33.56579,339.62,1.09,1.04,2025-02-24,1919,T,100,6.1NRT,291.34,48.15,N
3.86206,33.55623,335.9,1.09,1.04,2025-02-24,1919,T,100,6.1NRT,291.8,41.35,N
3.86074,33.54666,301.93,1.09,1.04,2025-02-24,1919,T,41,6.1NRT,291.21,4,N
3.76605,32.7312,302.3,1.02,1.01,2025-02-24,1919,T,39,6.1NRT,291.91,3.02,N
3.58374,31.41889,307.11,1.01,1,2025-02-24,1919,T,70,6.1NRT,294.85,5.38,N
3.794,32.85745,304.72,1.03,1.02,2025-02-24,1919,T,9,6.1NRT,289.65,4.2,N
3.79279,32.84857,311.68,1.03,1.02,2025-02-24,1919,T,81,6.1NRT,290.48,9.1,N
3.77693,32.73299,329.86,1.03,1.01,2025-02-24,1919,T,100,6.1NRT,294.32,28.46,N
3.77568,32.72382,313.96,1.02,1.01,2025-02-24,1919,T,88,6.1NRT,292.78,11.58,N
3.8017,32.84735,308.19,1.03,1.02,2025-02-24,1919,T,43,6.1NRT,290.69,6.54,N
3.77724,32.66917,313.77,1.02,1.01,2025-02-24,1919,T,42,6.1NRT,292.71,9.8,N
3.82053,32.91848,302.32,1.04,1.02,2025-02-24,1919,T,48,6.1NRT,289.72,5.64,N
3.78857,32.68578,307.71,1.02,1.01,2025-02-24,1919,T,58,6.1NRT,292.49,6.5,N
3.78735,32.67686,309.52,1.02,1.01,2025-02-24,1919,T,78,6.1NRT,292.13,7.7,N
3.78612,32.66789,308.59,1.02,1.01,2025-02-24,1919,T,44,6.1NRT,292.92,6.81,N
3.795,32.66662,314.72,1.02,1.01,2025-02-24,1921,T,67,6.1NRT,291.96,10.93,N
3.40469,29.87573,304.72,1.12,1.05,2025-02-24,1921,T,61,6.1NRT,291.5,6.31,N
3.4033,29.86596,383,1.12,1.05,2025-02-24,1921,T,100,6.1NRT,296.86,195.09,N
3.40191,29.85618,311.27,1.12,1.05,2025-02-24,1921,T,82,6.1NRT,288.92,10.94,N
3.41256,29.8646,318.95,1.12,1.05,2025-02-24,1921,T,98,6.1NRT,291.55,18.94,N
3.41118,29.85482,300.28,1.12,1.05,2025-02-24,1921,T,8,6.1NRT,288.95,3.18,N
3.85578,32.71301,304.11,1.02,1.01,2025-02-24,1921,T,59,6.1NRT,292.47,4.04,N
3.88123,32.82222,303.39,1.03,1.01,2025-02-24,1921,T,49,6.1NRT,290.37,4.45,N
3.88,32.8132,304.93,1.03,1.01,2025-02-24,1921,T,62,6.1NRT,289.34,5.77,N
3.92622,33.0178,304.7,1.05,1.02,2025-02-24,1921,T,55,6.1NRT,285.74,7.8,N
3.89837,32.68259,337.46,1.02,1.01,2025-02-24,1921,T,100,6.1NRT,291.21,39.89,N
3.76311,31.64101,306.87,1,1,2025-02-24,1921,T,70,6.1NRT,293.41,5.71,N
3.97108,33.01186,308.3,1.05,1.02,2025-02-24,1921,T,13,6.1NRT,286.37,7.88,N
3.98008,33.01085,328.53,1.05,1.02,2025-02-24,1921,T,100,6.1NRT,289.13,27.5,N
3.97873,33.00121,309.76,1.04,1.02,2025-02-24,1921,T,24,6.1NRT,285.37,9.48,N
3.95493,32.82939,305.62,1.03,1.02,2025-02-24,1921,T,21,6.1NRT,288,5.77,N
3.9537,32.82045,308.41,1.03,1.02,2025-02-24,1921,T,56,6.1NRT,288.34,7.7,N
3.93505,32.6859,316.18,1.02,1.01,2025-02-24,1921,T,93,6.1NRT,290.52,13.9,N
3.96383,32.82803,310.32,1.03,1.02,2025-02-24,1921,T,39,6.1NRT,287.95,9.1,N
3.96218,32.73924,305.27,1.03,1.01,2025-02-24,1921,T,34,6.1NRT,287.45,5.58,N
3.97478,32.76507,301.87,1.03,1.01,2025-02-24,1921,T,9,6.1NRT,287.6,3.84,N
3.96984,32.72897,312.14,1.03,1.01,2025-02-24,1921,T,84,6.1NRT,288.9,10.8,N
3.9911,32.81797,301.73,1.03,1.02,2025-02-24,1921,T,44,6.1NRT,287.25,4.52,N
3.97262,32.68328,311.3,1.02,1.01,2025-02-24,1921,T,82,6.1NRT,287.57,10.61,N
3.97141,32.67452,311.51,1.02,1.01,2025-02-24,1921,T,83,6.1NRT,289.58,10.64,N
3.91035,32.23134,309.34,1.01,1,2025-02-24,1921,T,77,6.1NRT,289.85,7.84,N
4.01619,32.93457,300.14,1.04,1.02,2025-02-24,1921,T,13,6.1NRT,286.31,4.26,N
4.00623,32.86196,307.12,1.04,1.02,2025-02-24,1921,T,38,6.1NRT,288.4,7.36,N
4.005,32.85302,307.55,1.04,1.02,2025-02-24,1921,T,37,6.1NRT,288.01,7.29,N
4.58669,37.09647,303.28,1.91,1.35,2025-02-24,1921,T,42,6.1NRT,292.32,10.41,N
4.05192,33.1284,314.26,1.06,1.03,2025-02-24,1921,T,89,6.1NRT,293.56,11.39,N
4.04073,32.84821,307.45,1.04,1.02,2025-02-24,1921,T,27,6.1NRT,289.13,6.68,N
4.18568,33.82894,310.7,1.13,1.06,2025-02-24,1921,T,80,6.1NRT,291.77,10.97,N
4.1843,33.81898,318.62,1.13,1.06,2025-02-24,1921,T,97,6.1NRT,291.51,18.88,N
4.04102,32.57665,306.52,1.02,1.01,2025-02-24,1921,T,68,6.1NRT,290.71,6.56,N
4.03981,32.56785,312.41,1.02,1.01,2025-02-24,1921,T,85,6.1NRT,291.03,10.64,N
4.08435,32.82653,302.02,1.03,1.02,2025-02-24,1921,T,32,6.1NRT,287.97,4.27,N
3.71798,30.06855,312.86,1.09,1.04,2025-02-24,1921,T,86,6.1NRT,292.09,12.98,N
4.16902,32.83835,309.31,1.04,1.02,2025-02-24,1921,T,39,6.1NRT,295.65,6.37,N
4.15774,32.75555,318.51,1.03,1.01,2025-02-24,1921,T,91,6.1NRT,293.32,13.99,N
4.15647,32.74627,332.74,1.03,1.01,2025-02-24,1921,T,100,6.1NRT,293.75,30.63,N
4.06125,32.05425,305.91,1,1,2025-02-24,1921,T,52,6.1NRT,292.23,4.72,N
4.06004,32.04547,342.91,1,1,2025-02-24,1921,T,100,6.1NRT,293.92,46.61,N
4.16545,32.74559,324.9,1.03,1.01,2025-02-24,1921,T,100,6.1NRT,295.14,20.38,N
4.06884,32.04423,304.15,1,1,2025-02-24,1921,T,27,6.1NRT,292.28,3.61,N
4.1399,32.49376,325.54,1.02,1.01,2025-02-24,1921,T,100,6.1NRT,289.7,21.93,N
4.13867,32.48486,334.19,1.02,1.01,2025-02-24,1921,T,100,6.1NRT,289.95,33.22,N
4.18455,32.75235,315.74,1.03,1.01,2025-02-24,1921,T,88,6.1NRT,295.99,10.62,N
4.15369,32.52828,316.67,1.02,1.01,2025-02-24,1921,T,94,6.1NRT,290.94,12.86,N
4.15245,32.51922,305.97,1.02,1.01,2025-02-24,1921,T,54,6.1NRT,290.26,4.71,N
3.65524,28.9103,320.86,1.25,1.11,2025-02-24,1921,T,100,6.1NRT,292.11,24.54,N
4.17782,32.50655,304.21,1.02,1.01,2025-02-24,1921,T,59,6.1NRT,287.73,4.4,N
3.6576,28.78604,303.99,1.27,1.12,2025-02-24,1921,T,57,6.1NRT,291.57,6.42,N
3.65602,28.77491,309.84,1.28,1.12,2025-02-24,1921,T,78,6.1NRT,291.23,12.05,N
3.66743,28.78457,312.4,1.27,1.12,2025-02-24,1921,T,85,6.1NRT,291.6,14.08,N
3.66587,28.77345,304.37,1.28,1.12,2025-02-24,1921,T,18,6.1NRT,290.53,6.43,N
4.30471,33.22717,306.24,1.07,1.03,2025-02-24,1921,T,61,6.1NRT,294.93,5.17,N
4.22368,32.63148,306.83,1.02,1.01,2025-02-24,1921,T,60,6.1NRT,291.01,5.31,N
4.19428,32.41682,316.15,1.01,1.01,2025-02-24,1921,T,92,6.1NRT,286.01,12.89,N
4.19306,32.40792,344.77,1.01,1.01,2025-02-24,1921,T,100,6.1NRT,288.89,51.4,N
4.19184,32.39903,319.51,1.01,1.01,2025-02-24,1921,T,99,6.1NRT,285.01,16.19,N
3.52161,27.71592,300.64,1.51,1.21,2025-02-24,1921,T,31,6.1NRT,282.61,6.73,N
4.20314,32.41559,317.03,1.01,1.01,2025-02-24,1921,T,94,6.1NRT,286.29,13.55,N
4.20192,32.4067,335.5,1.01,1.01,2025-02-24,1921,T,100,6.1NRT,287.01,35.89,N
4.2007,32.3978,309.13,1.01,1.01,2025-02-24,1921,T,75,6.1NRT,285.36,7.99,N
4.3257,33.11017,312.56,1.06,1.03,2025-02-24,1921,T,83,6.1NRT,298.41,8.14,N
4.32441,33.10079,310.3,1.06,1.03,2025-02-24,1921,T,77,6.1NRT,298.35,6.22,N
4.38229,33.45571,302.58,1.09,1.04,2025-02-24,1921,T,26,6.1NRT,289.66,4.48,N
4.28384,32.47672,308.8,1.02,1.01,2025-02-24,1921,T,74,6.1NRT,290.57,5.99,N
4.42132,33.33897,306.7,1.08,1.04,2025-02-24,1921,T,60,6.1NRT,295.67,5.53,N
3.72372,28.31845,302.42,1.36,1.16,2025-02-24,1921,T,49,6.1NRT,288.63,6.71,N
3.75578,28.25274,302.1,1.37,1.16,2025-02-24,1921,T,38,6.1NRT,288.04,5.58,N
3.76598,28.25125,304.38,1.37,1.16,2025-02-24,1921,T,60,6.1NRT,288.79,7.83,N
3.81437,28.52021,305.99,1.32,1.14,2025-02-24,1921,T,63,6.1NRT,291.19,8.19,N
3.82437,28.51881,319.35,1.32,1.14,2025-02-24,1921,T,98,6.1NRT,293.26,23.09,N
3.82545,28.52463,308.92,1.31,1.14,2025-02-24,1921,T,73,6.1NRT,292.76,10.7,N
3.82376,28.51317,314.98,1.32,1.14,2025-02-24,1921,T,90,6.1NRT,293.03,17.61,N
3.83544,28.52323,316.74,1.31,1.14,2025-02-24,1921,T,94,6.1NRT,293.63,19.84,N
3.83376,28.51174,313.03,1.32,1.14,2025-02-24,1921,T,86,6.1NRT,292.81,15.25,N
3.89792,28.7448,306.67,1.27,1.12,2025-02-24,1921,T,69,6.1NRT,293.14,8.79,N
3.89633,28.7337,303.87,1.27,1.12,2025-02-24,1921,T,57,6.1NRT,292.58,6.32,N
3.88343,28.64401,335.42,1.29,1.13,2025-02-24,1921,T,100,6.1NRT,293.27,51.62,N
3.8818,28.63272,307.71,1.29,1.13,2025-02-24,1921,T,72,6.1NRT,292.65,10.19,N
3.93056,28.76271,306.48,1.27,1.12,2025-02-24,1921,T,68,6.1NRT,292.91,8.73,N
3.90372,28.50142,326.24,1.32,1.14,2025-02-24,1921,T,100,6.1NRT,292.84,35.36,N
4.15749,29.91646,302.64,1.1,1.04,2025-02-24,1921,T,50,6.1NRT,291.87,4.81,N
4.02262,28.47207,305.55,1.32,1.14,2025-02-24,1921,T,65,6.1NRT,292.65,8.75,N
4.67384,33.02806,308.79,1.06,1.03,2025-02-24,1921,T,67,6.1NRT,295.24,6.18,N
4.65501,32.82343,310.01,1.04,1.02,2025-02-24,1921,T,72,6.1NRT,297.2,5.91,N
4.66405,32.82269,324.91,1.04,1.02,2025-02-24,1921,T,100,6.1NRT,298.17,20.03,N
4.6244,32.46888,307.8,1.02,1.01,2025-02-24,1921,T,25,6.1NRT,292.7,5.29,N
4.63328,32.46764,307.79,1.02,1.01,2025-02-24,1921,T,35,6.1NRT,293.45,5.73,N
4.07424,28.47633,328.05,1.31,1.14,2025-02-24,1921,T,100,6.1NRT,293.7,38.07,N
4.07261,28.46481,310.02,1.32,1.14,2025-02-24,1921,T,79,6.1NRT,292.79,12.76,N
4.64341,32.47535,313.27,1.02,1.01,2025-02-24,1921,T,62,6.1NRT,294.59,9.28,N
